group	accession	protein_length	double_core	repeat1	repeat1_i_evalue	repeat2	repeat2_i_evalue
CMD-like	tr|A0A4R4PES0|A0A4R4PES0_9ACTN	126	0				
CMD-like	tr|A0A4R4Q897|A0A4R4Q897_9ACTN	176	0				
CMD-like	tr|A0A4R4TZC4|A0A4R4TZC4_9ACTN	150	0				
CMD-like	tr|A0A4R4VB58|A0A4R4VB58_9PSEU	151	0				
CMD-like	tr|A0A4R4WA46|A0A4R4WA46_9ACTN	169	0				
CMD-like	tr|A0A4R4WBI9|A0A4R4WBI9_9ACTN	170	0				
CMD-like	tr|A0A4R4XWL4|A0A4R4XWL4_9ACTN	153	0				
CMD-like	tr|A0A4R4Z0W6|A0A4R4Z0W6_9PSEU	156	0				
CMD-like	tr|A0A4R4Z2S1|A0A4R4Z2S1_9PSEU	138	0				
CMD-like	tr|A0A4R4ZH53|A0A4R4ZH53_9ACTN	141	0				
CMD-like	tr|A0A4R4ZW07|A0A4R4ZW07_9ACTN	146	0				
CMD-like	tr|A0A4R5A0L2|A0A4R5A0L2_9ACTN	125	0				
CMD-like	tr|A0A4R5A2Q5|A0A4R5A2Q5_9ACTN	185	0				
CMD-like	tr|A0A4R5A4K4|A0A4R5A4K4_9ACTN	183	0				
CMD-like	tr|A0A4R5AEZ2|A0A4R5AEZ2_9ACTN	148	0				
CMD-like	tr|A0A4R5B0I5|A0A4R5B0I5_9ACTN	124	0				
CMD-like	tr|A0A4R5C7M5|A0A4R5C7M5_9FLAO	163	0				
CMD-like	tr|A0A4R5CL12|A0A4R5CL12_9ACTN	187	0				
CMD-like	tr|A0A4R5DDI0|A0A4R5DDI0_9ACTN	189	0				
CMD-like	tr|A0A4R5EPA2|A0A4R5EPA2_9ACTN	174	0				
CMD-like	tr|A0A4R5KRN6|A0A4R5KRN6_9BACL	152	0				
CMD-like	tr|A0A4R5LTJ7|A0A4R5LTJ7_9GAMM	195	0				
CMD-like	tr|A0A4R5QEU8|A0A4R5QEU8_9PROT	176	0				
CMD-like	tr|A0A4R5TVP4|A0A4R5TVP4_9MICC	183	0				
CMD-like	tr|A0A4R5TZ26|A0A4R5TZ26_9MICC	177	0				
CMD-like	tr|A0A4R5VDY0|A0A4R5VDY0_9RHOB	187	0				
CMD-like	tr|A0A4R5VJ27|A0A4R5VJ27_9RHOB	181	0				
CMD-like	tr|A0A4R5W251|A0A4R5W251_9BURK	120	0				
CMD-like	tr|A0A4R6KDJ8|A0A4R6KDJ8_9ACTN	120	0				
CMD-like	tr|A0A4R6KJT6|A0A4R6KJT6_9ACTN	189	0				
CMD-like	tr|A0A4R6SKX7|A0A4R6SKX7_LABRH	133	0				
CMD-like	tr|A0A4R6U723|A0A4R6U723_9BURK	128	0				
CMD-like	tr|A0A4R6V4A6|A0A4R6V4A6_9ACTN	189	0				
CMD-like	tr|A0A4R7BYH0|A0A4R7BYH0_9HYPH	139	0				
CMD-like	tr|A0A4R7W3E0|A0A4R7W3E0_9PSEU	184	0				
CMD-like	tr|A0A4R8L5A7|A0A4R8L5A7_9BACL	127	0				
CMD-like	tr|A0A4R8R6U5|A0A4R8R6U5_9MYCO	177	0				
CMD-like	tr|A0A4R8R6V1|A0A4R8R6V1_9MYCO	127	0				
CMD-like	tr|A0A4R8R949|A0A4R8R949_9MYCO	192	0				
CMD-like	tr|A0A4R8SEG4|A0A4R8SEG4_9MYCO	175	0				
CMD-like	tr|A0A4R8VC74|A0A4R8VC74_9MICO	146	0				
CMD-like	tr|A0A4R9LJR5|A0A4R9LJR5_9LEPT	148	0				
CMD-like	tr|A0A4R9LYL7|A0A4R9LYL7_9LEPT	158	0				
CMD-like	tr|A0A4S1XFB5|A0A4S1XFB5_9SPHN	193	0				
CMD-like	tr|A0A4S2GZA4|A0A4S2GZA4_9PROT	185	0				
CMD-like	tr|A0A4S3MKW1|A0A4S3MKW1_9RHOB	136	0				
CMD-like	tr|A0A4S3TL88|A0A4S3TL88_9EURY	182	0				
CMD-like	tr|A0A4S3TML5|A0A4S3TML5_9EURY	191	0				
CMD-like	tr|A0A4S4AWS8|A0A4S4AWS8_9RHOO	123	0				
CMD-like	tr|A0A4S4FN42|A0A4S4FN42_9MICO	183	0				
CMD-like	tr|A0A4S4N2R1|A0A4S4N2R1_9APHY	205	0				
CMD-like	tr|A0A4S8EYN4|A0A4S8EYN4_9BURK	188	0				
CMD-like	tr|A0A4S8HZN9|A0A4S8HZN9_9BACT	153	0				
CMD-like	tr|A0A4S8QDS1|A0A4S8QDS1_9ACTN	151	0				
CMD-like	tr|A0A4S8QDZ4|A0A4S8QDZ4_9ACTN	155	0				
CMD-like	tr|A0A4T9TCC8|A0A4T9TCC8_9ACTN	132	0				
CMD-like	tr|A0A4U0EW67|A0A4U0EW67_9FLAO	152	0				
CMD-like	tr|A0A4U1CVG7|A0A4U1CVG7_9SPHI	146	0				
CMD-like	tr|A0A4U1GI46|A0A4U1GI46_9SPHI	150	0				
CMD-like	tr|A0A4U1I9M1|A0A4U1I9M1_9BURK	136	0				
CMD-like	tr|A0A4U3L0U6|A0A4U3L0U6_9BACT	159	0				
CMD-like	tr|A0A4U3L8S2|A0A4U3L8S2_9BACT	146	0				
CMD-like	tr|A0A4U3MRA9|A0A4U3MRA9_9ACTN	145	0				
CMD-like	tr|A0A4U5JQ08|A0A4U5JQ08_9GAMM	152	0				
CMD-like	tr|A0A4U5TQX6|A0A4U5TQX6_9FLAO	184	0				
CMD-like	tr|A0A4U6BK13|A0A4U6BK13_9BRAD	181	0				
CMD-like	tr|A0A4U6BST3|A0A4U6BST3_9BRAD	152	0				
CMD-like	tr|A0A4U6CZW5|A0A4U6CZW5_9BACT	150	0				
CMD-like	tr|A0A4U6D0Y0|A0A4U6D0Y0_9BACT	146	0				
CMD-like	tr|A0A4U6Q8X6|A0A4U6Q8X6_9ACTN	201	0				
CMD-like	tr|A0A4V1BM87|A0A4V1BM87_9ACTN	155	0				
CMD-like	tr|A0A4V2PHE6|A0A4V2PHE6_PSEEN	204	0				
CMD-like	tr|A0A4V2RXY8|A0A4V2RXY8_9HYPH	184	0				
CMD-like	tr|A0A4V2S3M9|A0A4V2S3M9_9ACTN	149	0				
CMD-like	tr|A0A4V2YSM4|A0A4V2YSM4_9ACTN	183	0				
CMD-like	tr|A0A4V2YY20|A0A4V2YY20_9ACTN	141	0				
CMD-like	tr|A0A4V2Z2U4|A0A4V2Z2U4_9ACTN	147	0				
CMD-like	tr|A0A4V3CZP7|A0A4V3CZP7_LABRH	125	0				
CMD-like	tr|A0A4V3IF92|A0A4V3IF92_9MICO	187	0				
CMD-like	tr|A0A4V3UMZ3|A0A4V3UMZ3_9EURO	185	0				
CMD-like	tr|A0A4V3WF26|A0A4V3WF26_9BACI	123	0				
CMD-like	tr|A0A4V5ZP26|A0A4V5ZP26_9EURY	190	0				
CMD-like	tr|A0A4V5ZP88|A0A4V5ZP88_9EURY	208	0				
CMD-like	tr|A0A4X2KZ10|A0A4X2KZ10_VOMUR	153	0				
CMD-like	tr|A0A4Y1YMS8|A0A4Y1YMS8_9PROT	157	0				
CMD-like	tr|A0A4Y3IKP9|A0A4Y3IKP9_9VIBR	148	0				
CMD-like	tr|A0A4Y3IPP0|A0A4Y3IPP0_9VIBR	163	0				
CMD-like	tr|A0A4Y4EY31|A0A4Y4EY31_9GAMM	191	0				
CMD-like	tr|A0A4Y6UAT7|A0A4Y6UAT7_9PROT	128	0				
CMD-like	tr|A0A4Y7Q2A8|A0A4Y7Q2A8_9AGAM	193	0				
CMD-like	tr|A0A4Y8DB64|A0A4Y8DB64_9HELO	188	0				
CMD-like	tr|A0A4Y8LNC9|A0A4Y8LNC9_9BACL	122	0				
CMD-like	tr|A0A4Y8M5P4|A0A4Y8M5P4_9BACL	152	0				
CMD-like	tr|A0A4Y8R0U7|A0A4Y8R0U7_9MICO	141	0				
CMD-like	tr|A0A4Y8ZK66|A0A4Y8ZK66_9SPHN	156	0				
CMD-like	tr|A0A4Y9EN17|A0A4Y9EN17_9SPHN	193	0				
CMD-like	tr|A0A4Y9SAJ5|A0A4Y9SAJ5_9BURK	176	0				
CMD-like	tr|A0A4Y9SE95|A0A4Y9SE95_9BURK	146	0				
CMD-like	tr|A0A4Y9SHA2|A0A4Y9SHA2_9BURK	148	0				
CMD-like	tr|A0A4Z0AYJ3|A0A4Z0AYJ3_9PSED	192	0				
CMD-like	tr|A0A4Z0BRQ7|A0A4Z0BRQ7_9BURK	157	0				
CMD-like	tr|A0A4Z0BU41|A0A4Z0BU41_9BURK	189	0				
CMD-like	tr|A0A4Z0C5Y0|A0A4Z0C5Y0_9BURK	206	0				
CMD-like	tr|A0A4Z0C704|A0A4Z0C704_9BURK	193	0				
CMD-like	tr|A0A4Z0GLK1|A0A4Z0GLK1_9BACL	126	0				
CMD-like	tr|A0A4Z0HD14|A0A4Z0HD14_9ACTN	160	0				
CMD-like	tr|A0A4Z0HL89|A0A4Z0HL89_MYCPR	131	0				
CMD-like	tr|A0A4Z0HRV5|A0A4Z0HRV5_MYCPR	197	0				
CMD-like	tr|A0A4Z0HT06|A0A4Z0HT06_MYCPR	200	0				
CMD-like	tr|A0A4Z0LUY3|A0A4Z0LUY3_9GAMM	186	0				
CMD-like	tr|A0A4Z0M576|A0A4Z0M576_9GAMM	200	0				
CMD-like	tr|A0A4Z0NZW5|A0A4Z0NZW5_9BACT	135	0				
CMD-like	tr|A0A4Z0WAC2|A0A4Z0WAC2_9GAMM	180	0				
CMD-like	tr|A0A4Z0WD47|A0A4Z0WD47_9GAMM	166	0				
CMD-like	tr|A0A4Z0YMG6|A0A4Z0YMG6_9PEZI	205	0				
CMD-like	tr|A0A501PHD0|A0A501PHD0_9PROT	203	0				
CMD-like	tr|A0A501PML8|A0A501PML8_9PROT	143	0				
CMD-like	tr|A0A501PUW0|A0A501PUW0_9PROT	195	0				
CMD-like	tr|A0A501QMP5|A0A501QMP5_9FLAO	144	0				
CMD-like	tr|A0A501WKZ6|A0A501WKZ6_9RHOB	120	0				
CMD-like	tr|A0A502CF57|A0A502CF57_9GAMM	159	0				
CMD-like	tr|A0A502CLE5|A0A502CLE5_9SPHN	194	0				
CMD-like	tr|A0A502CZT5|A0A502CZT5_9MICO	157	0				
CMD-like	tr|A0A502DEW8|A0A502DEW8_9BURK	182	0				
CMD-like	tr|A0A502EE23|A0A502EE23_9MYCO	199	0				
CMD-like	tr|A0A502EFX0|A0A502EFX0_9MYCO	160	0				
CMD-like	tr|A0A504J104|A0A504J104_9FLAO	151	0				
CMD-like	tr|A0A504JEY4|A0A504JEY4_9FLAO	201	0				
CMD-like	tr|A0A504TUF2|A0A504TUF2_9HYPH	138	0				
CMD-like	tr|A0A506UB11|A0A506UB11_9HYPH	128	0				
CMD-like	tr|A0A506UGZ2|A0A506UGZ2_9HYPH	162	0				
CMD-like	tr|A0A506VGH4|A0A506VGH4_9GAMM	122	0				
CMD-like	tr|A0A507SSB1|A0A507SSB1_9BACT	145	0				
CMD-like	tr|A0A510HLD0|A0A510HLD0_9ACTN	201	0				
CMD-like	tr|A0A511BP25|A0A511BP25_9PROT	192	0				
CMD-like	tr|A0A511DMQ3|A0A511DMQ3_9PSEU	186	0				
CMD-like	tr|A0A511DNL6|A0A511DNL6_9PSEU	124	0				
CMD-like	tr|A0A511MME0|A0A511MME0_9NOCA	188	0				
CMD-like	tr|A0A511N3M9|A0A511N3M9_DEIC1	150	0				
CMD-like	tr|A0A511YN65|A0A511YN65_9FLAO	192	0				
CMD-like	tr|A0A511Z1K6|A0A511Z1K6_9CELL	203	0				
CMD-like	tr|A0A511ZM63|A0A511ZM63_9BACI	163	0				
CMD-like	tr|A0A512BW46|A0A512BW46_9HYPH	193	0				
CMD-like	tr|A0A512HVA3|A0A512HVA3_9ACTN	141	0				
CMD-like	tr|A0A512IZB9|A0A512IZB9_9HYPH	172	0				
CMD-like	tr|A0A512JRH7|A0A512JRH7_9HYPH	132	0				
CMD-like	tr|A0A512NJI6|A0A512NJI6_9HYPH	184	0				
CMD-like	tr|A0A512RFH5|A0A512RFH5_9BACT	146	0				
CMD-like	tr|A0A512SYK2|A0A512SYK2_9MICO	202	0				
CMD-like	tr|A0A514BS37|A0A514BS37_9GAMM	156	0				
CMD-like	tr|A0A514CFD6|A0A514CFD6_9BACT	186	0				
CMD-like	tr|A0A515DDZ4|A0A515DDZ4_9BURK	144	0				
CMD-like	tr|A0A515ERX2|A0A515ERX2_9BURK	141	0				
CMD-like	tr|A0A515EV64|A0A515EV64_9BURK	149	0				
CMD-like	tr|A0A516GWZ5|A0A516GWZ5_9PROT	185	0				
CMD-like	tr|A0A516H2E6|A0A516H2E6_9PROT	131	0				
CMD-like	tr|A0A516H2J9|A0A516H2J9_9PROT	175	0				
CMD-like	tr|A0A516H492|A0A516H492_9PROT	145	0				
CMD-like	tr|A0A516H7U5|A0A516H7U5_9PROT	121	0				
CMD-like	tr|A0A516KK43|A0A516KK43_9BACI	146	0				
CMD-like	tr|A0A516Q385|A0A516Q385_9ACTN	167	0				
CMD-like	tr|A0A516Q6C1|A0A516Q6C1_9ACTN	147	0				
CMD-like	tr|A0A517DV44|A0A517DV44_9FIRM	124	0				
CMD-like	tr|A0A517NCI7|A0A517NCI7_9BACT	171	0				
CMD-like	tr|A0A517NUP1|A0A517NUP1_9BACT	191	0				
CMD-like	tr|A0A517PWZ0|A0A517PWZ0_9PLAN	163	0				
CMD-like	tr|A0A517R7P5|A0A517R7P5_9PLAN	189	0				
CMD-like	tr|A0A517S7E5|A0A517S7E5_9PLAN	157	0				
CMD-like	tr|A0A517TCU9|A0A517TCU9_9PLAN	180	0				
CMD-like	tr|A0A517WUQ1|A0A517WUQ1_9PLAN	170	0				
CMD-like	tr|A0A517WY70|A0A517WY70_9PLAN	150	0				
CMD-like	tr|A0A517XV30|A0A517XV30_9BACT	170	0				
CMD-like	tr|A0A517YWH5|A0A517YWH5_9BACT	145	0				
CMD-like	tr|A0A517Z0J6|A0A517Z0J6_9PLAN	161	0				
CMD-like	tr|A0A517ZEM9|A0A517ZEM9_9PLAN	149	0				
CMD-like	tr|A0A517ZG55|A0A517ZG55_9PLAN	184	0				
CMD-like	tr|A0A517ZSV4|A0A517ZSV4_9PLAN	185	0				
CMD-like	tr|A0A518AVQ2|A0A518AVQ2_9BACT	193	0				
CMD-like	tr|A0A518B148|A0A518B148_9BACT	183	0				
CMD-like	tr|A0A518B292|A0A518B292_9BACT	171	0				
CMD-like	tr|A0A518B5K2|A0A518B5K2_9BACT	128	0				
CMD-like	tr|A0A518BPP8|A0A518BPP8_9BACT	200	0				
CMD-like	tr|A0A518BZZ6|A0A518BZZ6_9BACT	181	0				
CMD-like	tr|A0A518DLA1|A0A518DLA1_9BACT	181	0				
CMD-like	tr|A0A518DRX0|A0A518DRX0_9BACT	136	0				
CMD-like	tr|A0A518ER79|A0A518ER79_9BACT	195	0				
CMD-like	tr|A0A518G6L0|A0A518G6L0_9BACT	154	0				
CMD-like	tr|A0A518HF12|A0A518HF12_9BACT	185	0				
CMD-like	tr|A0A518HPQ0|A0A518HPQ0_9BACT	185	0				
CMD-like	tr|A0A518I6J4|A0A518I6J4_9PLAN	170	0				
CMD-like	tr|A0A518RJR7|A0A518RJR7_9SPHN	126	0				
CMD-like	tr|A0A518RKX6|A0A518RKX6_9SPHN	148	0				
CMD-like	tr|A0A521FUX5|A0A521FUX5_9ACTN	132	0				
CMD-like	tr|A0A540R8C2|A0A540R8C2_9CORY	163	0				
CMD-like	tr|A0A540VXX2|A0A540VXX2_9ACTN	182	0				
CMD-like	tr|A0A540W0F7|A0A540W0F7_9ACTN	162	0				
CMD-like	tr|A0A540W697|A0A540W697_9ACTN	131	0				
CMD-like	tr|A0A541BSC8|A0A541BSC8_9NOCA	165	0				
CMD-like	tr|A0A543DPM5|A0A543DPM5_9PSEU	158	0				
CMD-like	tr|A0A543IW33|A0A543IW33_9ACTN	124	0				
CMD-like	tr|A0A543KEM2|A0A543KEM2_9RHOB	184	0				
CMD-like	tr|A0A544TJC5|A0A544TJC5_9BACI	147	0				
CMD-like	tr|A0A544TWB6|A0A544TWB6_9BACI	210	0				
CMD-like	tr|A0A544W8P1|A0A544W8P1_9MYCO	205	0				
CMD-like	tr|A0A545AFP4|A0A545AFP4_9ACTN	157	0				
CMD-like	tr|A0A545AMM2|A0A545AMM2_9ACTN	162	0				
CMD-like	tr|A0A545AQ06|A0A545AQ06_9ACTN	189	0				
CMD-like	tr|A0A545ASA5|A0A545ASA5_9ACTN	183	0				
CMD-like	tr|A0A545AYX3|A0A545AYX3_9ACTN	121	0				
CMD-like	tr|A0A545SSU0|A0A545SSU0_9PROT	199	0				
CMD-like	tr|A0A545T099|A0A545T099_9PROT	148	0				
CMD-like	tr|A0A545TYT1|A0A545TYT1_9PROT	131	0				
CMD-like	tr|A0A545U2W1|A0A545U2W1_9PROT	189	0				
CMD-like	tr|A0A545U9N5|A0A545U9N5_9GAMM	141	0				
CMD-like	tr|A0A545UAH7|A0A545UAH7_9GAMM	188	0				
CMD-like	tr|A0A552UJM6|A0A552UJM6_9SPHN	171	0				
CMD-like	tr|A0A552V804|A0A552V804_9FLAO	144	0				
CMD-like	tr|A0A553GWQ6|A0A553GWQ6_9PSED	143	0				
CMD-like	tr|A0A554NE37|A0A554NE37_9EURY	194	0				
CMD-like	tr|A0A554SDF9|A0A554SDF9_9ACTN	187	0				
CMD-like	tr|A0A556AFD3|A0A556AFD3_9BURK	125	0				
CMD-like	tr|A0A556ANQ3|A0A556ANQ3_9BURK	191	0				
CMD-like	tr|A0A556B115|A0A556B115_9BURK	174	0				
CMD-like	tr|A0A556B1G5|A0A556B1G5_9BURK	152	0				
CMD-like	tr|A0A556CC40|A0A556CC40_BREAU	166	0				
CMD-like	tr|A0A556MG21|A0A556MG21_9SPHI	178	0				
CMD-like	tr|A0A556QGN7|A0A556QGN7_9BACT	163	0				
CMD-like	tr|A0A557QH75|A0A557QH75_9RHOO	120	0				
CMD-like	tr|A0A557QPI0|A0A557QPI0_9RHOO	195	0				
CMD-like	tr|A0A557QWL1|A0A557QWL1_9RHOO	203	0				
CMD-like	tr|A0A557QXR1|A0A557QXR1_9RHOO	137	0				
CMD-like	tr|A0A557Y1G9|A0A557Y1G9_9MYCO	173	0				
CMD-like	tr|A0A558A8F1|A0A558A8F1_9PSEU	198	0				
CMD-like	tr|A0A558AIT7|A0A558AIT7_9PSEU	199	0				
CMD-like	tr|A0A558AJ56|A0A558AJ56_9PSEU	193	0				
CMD-like	tr|A0A558BVB8|A0A558BVB8_9BACT	200	0				
CMD-like	tr|A0A558BVC0|A0A558BVC0_9BACT	145	0				
CMD-like	tr|A0A558BWR8|A0A558BWR8_9PSEU	183	0				
CMD-like	tr|A0A558DKU5|A0A558DKU5_9PSEU	163	0				
CMD-like	tr|A0A559JIQ8|A0A559JIQ8_9BACL	148	0				
CMD-like	tr|A0A559JWF2|A0A559JWF2_9BACL	147	0				
CMD-like	tr|A0A559LYJ3|A0A559LYJ3_9HELO	186	0				
CMD-like	tr|A0A559M7M2|A0A559M7M2_9HELO	190	0				
CMD-like	tr|A0A561QB27|A0A561QB27_9HYPH	129	0				
CMD-like	tr|A0A562KMY3|A0A562KMY3_SPHWJ	126	0				
CMD-like	tr|A0A562RET9|A0A562RET9_9BURK	161	0				
CMD-like	tr|A0A562RHW9|A0A562RHW9_9BRAD	139	0				
CMD-like	tr|A0A563DUD8|A0A563DUD8_9MICO	155	0				
CMD-like	tr|A0A563DYL7|A0A563DYL7_9MICO	150	0				
CMD-like	tr|A0A563EIV5|A0A563EIV5_9PSEU	151	0				
CMD-like	tr|A0A563EUR8|A0A563EUR8_9PSEU	146	0				
CMD-like	tr|A0A563W368|A0A563W368_9CYAN	135	0				
CMD-like	tr|A0A563W3A2|A0A563W3A2_9CYAN	155	0				
CMD-like	tr|A0A5A7MWT7|A0A5A7MWT7_9PROT	189	0				
CMD-like	tr|A0A5A7SDJ1|A0A5A7SDJ1_9NOCA	180	0				
CMD-like	tr|A0A5A7SHE5|A0A5A7SHE5_9NOCA	156	0				
CMD-like	tr|A0A5B0DT46|A0A5B0DT46_9HYPH	186	0				
CMD-like	tr|A0A5B0G6Y6|A0A5B0G6Y6_9BURK	202	0				
CMD-like	tr|A0A5B0X076|A0A5B0X076_9GAMM	124	0				
CMD-like	tr|A0A5B1M7R1|A0A5B1M7R1_9ACTN	182	0				
CMD-like	tr|A0A5B2VIM5|A0A5B2VIM5_9BACT	182	0				
CMD-like	tr|A0A5B2VSH8|A0A5B2VSH8_9BACT	183	0				
CMD-like	tr|A0A5B2VSN1|A0A5B2VSN1_9BACT	144	0				
CMD-like	tr|A0A5B2VU46|A0A5B2VU46_9BACT	146	0				
CMD-like	tr|A0A5B2VX84|A0A5B2VX84_9BACT	176	0				
CMD-like	tr|A0A5B2W312|A0A5B2W312_9PSEU	132	0				
CMD-like	tr|A0A5B2W494|A0A5B2W494_9BACT	155	0				
CMD-like	tr|A0A5B2WP35|A0A5B2WP35_9PSEU	187	0				
CMD-like	tr|A0A5B2WSL4|A0A5B2WSL4_9PSEU	183	0				
CMD-like	tr|A0A5B2X2Z3|A0A5B2X2Z3_9PSEU	161	0				
CMD-like	tr|A0A5B7WWI6|A0A5B7WWI6_9MICC	161	0				
CMD-like	tr|A0A5B8FVK9|A0A5B8FVK9_9RHOB	152	0				
CMD-like	tr|A0A5B8G2I7|A0A5B8G2I7_9RHOB	180	0				
CMD-like	tr|A0A5B8JJ44|A0A5B8JJ44_9ACTN	157	0				
CMD-like	tr|A0A5B8KTL9|A0A5B8KTL9_9HYPH	138	0				
CMD-like	tr|A0A5B8M3B8|A0A5B8M3B8_9MICO	170	0				
CMD-like	tr|A0A5B8RUY8|A0A5B8RUY8_9BURK	156	0				
CMD-like	tr|A0A5B8U5F7|A0A5B8U5F7_9ACTN	209	0				
CMD-like	tr|A0A5B8U6P3|A0A5B8U6P3_9ACTN	160	0				
CMD-like	tr|A0A5B8UBZ2|A0A5B8UBZ2_9ACTN	132	0				
CMD-like	tr|A0A5B8UTW2|A0A5B8UTW2_9SPHI	144	0				
CMD-like	tr|A0A5B8UXG1|A0A5B8UXG1_9SPHI	177	0				
CMD-like	tr|A0A5B8UZA7|A0A5B8UZA7_9SPHI	143	0				
CMD-like	tr|A0A5B8VMY6|A0A5B8VMY6_9BACT	180	0				
CMD-like	tr|A0A5B8VT39|A0A5B8VT39_9SPHI	180	0				
CMD-like	tr|A0A5B8VUS8|A0A5B8VUS8_9SPHI	147	0				
CMD-like	tr|A0A5B8W401|A0A5B8W401_9SPHI	157	0				
CMD-like	tr|A0A5B9E993|A0A5B9E993_9BACT	154	0				
CMD-like	tr|A0A5B9PAU0|A0A5B9PAU0_MARFI	188	0				
CMD-like	tr|A0A5B9VZK7|A0A5B9VZK7_9BACT	197	0				
CMD-like	tr|A0A5B9W638|A0A5B9W638_9BACT	149	0				
CMD-like	tr|A0A5C0AWT0|A0A5C0AWT0_9BURK	188	0				
CMD-like	tr|A0A5C0AXR8|A0A5C0AXR8_9BURK	140	0				
CMD-like	tr|A0A5C0B5M9|A0A5C0B5M9_9BURK	186	0				
CMD-like	tr|A0A5C0WEN2|A0A5C0WEN2_BACIA	129	0				
CMD-like	tr|A0A5C1DJL2|A0A5C1DJL2_9NEIS	142	0				
CMD-like	tr|A0A5C1Q6V1|A0A5C1Q6V1_9BURK	141	0				
CMD-like	tr|A0A5C1QK18|A0A5C1QK18_9SPIO	188	0				
CMD-like	tr|A0A5C3EKW2|A0A5C3EKW2_9BASI	185	0				
CMD-like	tr|A0A5C3F6R3|A0A5C3F6R3_9BASI	140	0				
CMD-like	tr|A0A5C4J0P4|A0A5C4J0P4_9ACTN	157	0				
CMD-like	tr|A0A5C4JC06|A0A5C4JC06_9ACTN	198	0				
CMD-like	tr|A0A5C4LWC4|A0A5C4LWC4_9PSEU	168	0				
CMD-like	tr|A0A5C4MGI1|A0A5C4MGI1_9ACTN	193	0				
CMD-like	tr|A0A5C4MSX3|A0A5C4MSX3_9RHOB	122	0				
CMD-like	tr|A0A5C4QD76|A0A5C4QD76_9ACTN	184	0				
CMD-like	tr|A0A5C4U2N7|A0A5C4U2N7_9CORY	154	0				
CMD-like	tr|A0A5C4U579|A0A5C4U579_9CORY	144	0				
CMD-like	tr|A0A5C4UUM8|A0A5C4UUM8_9ACTN	153	0				
CMD-like	tr|A0A5C4VXK5|A0A5C4VXK5_9ACTN	202	0				
CMD-like	tr|A0A5C4W1U0|A0A5C4W1U0_9ACTN	193	0				
CMD-like	tr|A0A5C4WL44|A0A5C4WL44_9ACTN	150	0				
CMD-like	tr|A0A5C5GF76|A0A5C5GF76_9RHOB	121	0				
CMD-like	tr|A0A5C5TYC1|A0A5C5TYC1_9GAMM	143	0				
CMD-like	tr|A0A5C5VMP3|A0A5C5VMP3_9BACT	179	0				
CMD-like	tr|A0A5C5VYN5|A0A5C5VYN5_9PLAN	180	0				
CMD-like	tr|A0A5C5WEL3|A0A5C5WEL3_9BACT	199	0				
CMD-like	tr|A0A5C5X472|A0A5C5X472_9PLAN	179	0				
CMD-like	tr|A0A5C5ZEZ3|A0A5C5ZEZ3_9BACT	196	0				
CMD-like	tr|A0A5C6AAT1|A0A5C6AAT1_9BACT	206	0				
CMD-like	tr|A0A5C6S7X8|A0A5C6S7X8_9RHOB	140	0				
CMD-like	tr|A0A5C6V331|A0A5C6V331_9BURK	130	0				
CMD-like	tr|A0A5C7AY99|A0A5C7AY99_9FLAO	182	0				
CMD-like	tr|A0A5C7FYR6|A0A5C7FYR6_9BACT	180	0				
CMD-like	tr|A0A5C8NG33|A0A5C8NG33_9ACTN	152	0				
CMD-like	tr|A0A5C8NR18|A0A5C8NR18_9BURK	179	0				
CMD-like	tr|A0A5C8NSG0|A0A5C8NSG0_9BURK	148	0				
CMD-like	tr|A0A5C8P470|A0A5C8P470_9BURK	176	0				
CMD-like	tr|A0A5C8P6P0|A0A5C8P6P0_9HYPH	143	0				
CMD-like	tr|A0A5C8PJ32|A0A5C8PJ32_9HYPH	183	0				
CMD-like	tr|A0A5C8PLT7|A0A5C8PLT7_9HYPH	135	0				
CMD-like	tr|A0A5C8V1E5|A0A5C8V1E5_9FLAO	147	0				
CMD-like	tr|A0A5C8ZME0|A0A5C8ZME0_9GAMM	172	0				
CMD-like	tr|A0A5C9A988|A0A5C9A988_9GAMM	170	0				
CMD-like	tr|A0A5D0HJZ2|A0A5D0HJZ2_9FLAO	183	0				
CMD-like	tr|A0A5D0J9S8|A0A5D0J9S8_9FLAO	146	0				
CMD-like	tr|A0A5J4KXF7|A0A5J4KXF7_9CHLR	174	0				
CMD-like	tr|A0A5J5FW56|A0A5J5FW56_9GAMM	198	0				
CMD-like	tr|A0A5J5IEN3|A0A5J5IEN3_9BACT	153	0				
CMD-like	tr|A0A5J5K2H8|A0A5J5K2H8_9ACTN	130	0				
CMD-like	tr|A0A5J5KXV6|A0A5J5KXV6_9MICC	146	0				
CMD-like	tr|A0A5J5L064|A0A5J5L064_9MICC	145	0				
CMD-like	tr|A0A5J6L9E4|A0A5J6L9E4_9MICO	124	0				
CMD-like	tr|A0A5J6Z6F2|A0A5J6Z6F2_9CORY	184	0				
CMD-like	tr|A0A5J6Z847|A0A5J6Z847_9CORY	153	0				
CMD-like	tr|A0A5J6Z8C5|A0A5J6Z8C5_9CORY	159	0				
CMD-like	tr|A0A5K7YSX2|A0A5K7YSX2_9BACT	126	0				
CMD-like	tr|A0A5K7ZD63|A0A5K7ZD63_9BACT	125	0				
CMD-like	tr|A0A5K8AFA3|A0A5K8AFA3_9BACT	178	0				
CMD-like	tr|A0A5M3W3N0|A0A5M3W3N0_9ACTN	184	0				
